Order_ID,Product,Quantity_Ordered,Price_Each,Order_Date,Purchase_Address
222910.0,Apple Airpods Headphones,1.0,150.0,2026-07-19 16:51:00.0000000,"389 South St, Atlanta, GA 30301"
222911.0,Flatscreen TV,1.0,300.0,2005-07-19 08:55:00.0000000,"590 4th St, Seattle, WA 98101"
222912.0,AA Batteries (4-pack),1.0,3.8399999141693115,2029-07-19 12:41:00.0000000,"861 Hill St, Atlanta, GA 30301"
222913.0,AA Batteries (4-pack),1.0,3.8399999141693115,2028-07-19 10:15:00.0000000,"190 Ridge St, Atlanta, GA 30301"
222914.0,AAA Batteries (4-pack),5.0,2.990000009536743,2031-07-19 02:13:00.0000000,"824 Forest St, Seattle, WA 98101"
222915.0,Bose SoundSport Headphones,1.0,99.98999786376953,2003-07-19 18:30:00.0000000,"899 Elm St, San Francisco, CA 94016"
222916.0,Google Phone,1.0,600.0,2021-07-19 22:39:00.0000000,"745 Chestnut St, New York City, NY 10001"
222917.0,LG Dryer,1.0,600.0,2017-07-19 13:44:00.0000000,"490 Adams St, New York City, NY 10001"
222918.0,USB-C Charging Cable,1.0,11.949999809265137,2014-07-19 21:16:00.0000000,"207 1st St, Los Angeles, CA 90001"
222919.0,Lightning Charging Cable,1.0,14.949999809265137,2014-07-19 13:24:00.0000000,"29 Jefferson St, Dallas, TX 75001"
222920.0,AA Batteries (4-pack),1.0,3.8399999141693115,2030-07-19 04:42:00.0000000,"590 6th St, San Francisco, CA 94016"
222921.0,Lightning Charging Cable,1.0,14.949999809265137,2002-07-19 11:04:00.0000000,"960 Willow St, San Francisco, CA 94016"
222922.0,34in Ultrawide Monitor,1.0,379.989990234375,2020-07-19 21:12:00.0000000,"616 Chestnut St, Dallas, TX 75001"
222923.0,AAA Batteries (4-pack),1.0,2.990000009536743,2005-07-19 12:16:00.0000000,"105 Johnson St, Los Angeles, CA 90001"
222924.0,Bose SoundSport Headphones,1.0,99.98999786376953,2013-07-19 20:46:00.0000000,"444 Spruce St, San Francisco, CA 94016"
222925.0,Apple Airpods Headphones,1.0,150.0,2009-07-19 02:59:00.0000000,"764 Adams St, San Francisco, CA 94016"
222926.0,Lightning Charging Cable,2.0,14.949999809265137,2015-07-19 17:44:00.0000000,"577 Lakeview St, Los Angeles, CA 90001"
222927.0,Wired Headphones,1.0,11.989999771118164,2031-07-19 20:34:00.0000000,"244 Washington St, Los Angeles, CA 90001"
222928.0,Google Phone,1.0,600.0,2015-07-19 17:18:00.0000000,"524 Cherry St, San Francisco, CA 94016"
222929.0,Vareebadd Phone,1.0,400.0,2004-07-19 19:46:00.0000000,"882 Hickory St, Boston, MA 02215"
222930.0,Lightning Charging Cable,1.0,14.949999809265137,2020-07-19 20:57:00.0000000,"826 River St, San Francisco, CA 94016"
222931.0,USB-C Charging Cable,1.0,11.949999809265137,2018-07-19 09:21:00.0000000,"145 Pine St, Boston, MA 02215"
222932.0,Wired Headphones,1.0,11.989999771118164,2024-07-19 17:32:00.0000000,"386 Cedar St, Los Angeles, CA 90001"
222933.0,LG Dryer,1.0,600.0,2030-07-19 13:20:00.0000000,"76 2nd St, Los Angeles, CA 90001"
222934.0,AA Batteries (4-pack),2.0,3.8399999141693115,2003-07-19 23:51:00.0000000,"437 River St, Seattle, WA 98101"
222935.0,AAA Batteries (4-pack),1.0,2.990000009536743,2023-07-19 12:20:00.0000000,"118 9th St, San Francisco, CA 94016"
222936.0,27in FHD Monitor,1.0,149.99000549316406,2004-07-19 12:29:00.0000000,"483 West St, Boston, MA 02215"
222937.0,Lightning Charging Cable,2.0,14.949999809265137,2003-07-19 09:01:00.0000000,"538 North St, San Francisco, CA 94016"
222938.0,Flatscreen TV,1.0,300.0,2020-07-19 17:49:00.0000000,"523 Hickory St, Dallas, TX 75001"
222939.0,Apple Airpods Headphones,1.0,150.0,2017-07-19 21:53:00.0000000,"597 Madison St, Los Angeles, CA 90001"
222940.0,Wired Headphones,2.0,11.989999771118164,2005-07-19 15:06:00.0000000,"779 Maple St, San Francisco, CA 94016"
222941.0,Apple Airpods Headphones,1.0,150.0,2002-07-19 05:48:00.0000000,"631 Willow St, San Francisco, CA 94016"
222942.0,Lightning Charging Cable,1.0,14.949999809265137,2007-07-19 10:00:00.0000000,"424 Church St, Portland, OR 97035"
222943.0,Lightning Charging Cable,1.0,14.949999809265137,2020-07-19 23:39:00.0000000,"575 4th St, Seattle, WA 98101"
222944.0,27in FHD Monitor,1.0,149.99000549316406,2007-07-19 22:52:00.0000000,"70 Meadow St, San Francisco, CA 94016"
222945.0,Wired Headphones,1.0,11.989999771118164,2021-07-19 21:51:00.0000000,"191 Dogwood St, Los Angeles, CA 90001"
222946.0,20in Monitor,1.0,109.98999786376953,2014-07-19 22:19:00.0000000,"49 Park St, New York City, NY 10001"
222947.0,ThinkPad Laptop,1.0,999.989990234375,2016-07-19 09:15:00.0000000,"612 Spruce St, New York City, NY 10001"
222948.0,USB-C Charging Cable,1.0,11.949999809265137,2010-07-19 08:18:00.0000000,"631 12th St, San Francisco, CA 94016"
222949.0,USB-C Charging Cable,1.0,11.949999809265137,2028-07-19 17:24:00.0000000,"902 Cedar St, Dallas, TX 75001"
222950.0,Lightning Charging Cable,1.0,14.949999809265137,2017-07-19 19:05:00.0000000,"358 1st St, Dallas, TX 75001"
222951.0,Apple Airpods Headphones,1.0,150.0,2008-07-19 12:34:00.0000000,"781 Maple St, San Francisco, CA 94016"
222952.0,Lightning Charging Cable,1.0,14.949999809265137,2006-07-19 16:01:00.0000000,"879 Park St, San Francisco, CA 94016"
222953.0,Lightning Charging Cable,1.0,14.949999809265137,2031-07-19 02:56:00.0000000,"109 Highland St, Los Angeles, CA 90001"
222954.0,AA Batteries (4-pack),2.0,3.8399999141693115,2014-07-19 18:11:00.0000000,"980 Chestnut St, Dallas, TX 75001"
222955.0,USB-C Charging Cable,1.0,11.949999809265137,2001-07-19 14:27:00.0000000,"117 Lake St, Los Angeles, CA 90001"
222956.0,27in 4K Gaming Monitor,1.0,389.989990234375,2011-07-19 20:18:00.0000000,"525 6th St, Atlanta, GA 30301"
222957.0,AAA Batteries (4-pack),1.0,2.990000009536743,2019-07-19 10:11:00.0000000,"143 5th St, Portland, OR 97035"
222958.0,AAA Batteries (4-pack),1.0,2.990000009536743,2026-07-19 21:00:00.0000000,"777 5th St, Dallas, TX 75001"
222959.0,ThinkPad Laptop,1.0,999.989990234375,2015-07-19 13:07:00.0000000,"252 River St, Dallas, TX 75001"
222960.0,Lightning Charging Cable,1.0,14.949999809265137,2011-07-19 08:44:00.0000000,"638 Dogwood St, San Francisco, CA 94016"
222961.0,Lightning Charging Cable,1.0,14.949999809265137,2004-07-19 05:44:00.0000000,"840 5th St, Dallas, TX 75001"
222962.0,Wired Headphones,1.0,11.989999771118164,2020-07-19 09:20:00.0000000,"694 Cherry St, Seattle, WA 98101"
222963.0,USB-C Charging Cable,1.0,11.949999809265137,2029-07-19 09:11:00.0000000,"734 Elm St, Boston, MA 02215"
222964.0,Macbook Pro Laptop,1.0,1700.0,2024-07-19 20:18:00.0000000,"601 Lake St, Boston, MA 02215"
222965.0,AAA Batteries (4-pack),2.0,2.990000009536743,2007-07-19 12:06:00.0000000,"792 Cedar St, San Francisco, CA 94016"
222966.0,AA Batteries (4-pack),2.0,3.8399999141693115,2013-07-19 01:01:00.0000000,"718 7th St, Seattle, WA 98101"
222967.0,20in Monitor,1.0,109.98999786376953,2014-07-19 11:58:00.0000000,"161 13th St, San Francisco, CA 94016"
222968.0,AA Batteries (4-pack),1.0,3.8399999141693115,2024-07-19 15:32:00.0000000,"536 14th St, San Francisco, CA 94016"
222969.0,AAA Batteries (4-pack),1.0,2.990000009536743,2005-07-19 17:00:00.0000000,"248 Johnson St, San Francisco, CA 94016"
222970.0,AAA Batteries (4-pack),1.0,2.990000009536743,2009-07-19 11:08:00.0000000,"594 Church St, Atlanta, GA 30301"
222971.0,Apple Airpods Headphones,1.0,150.0,2005-07-19 14:49:00.0000000,"444 Spruce St, Austin, TX 73301"
222972.0,Wired Headphones,1.0,11.989999771118164,2009-07-19 09:17:00.0000000,"917 Madison St, Seattle, WA 98101"
222973.0,Flatscreen TV,1.0,300.0,2018-07-19 14:40:00.0000000,"509 Hickory St, Seattle, WA 98101"
222974.0,Lightning Charging Cable,1.0,14.949999809265137,2009-07-19 19:51:00.0000000,"112 Wilson St, Los Angeles, CA 90001"
222975.0,Wired Headphones,1.0,11.989999771118164,2019-07-19 16:15:00.0000000,"541 Hickory St, Los Angeles, CA 90001"
222976.0,Lightning Charging Cable,1.0,14.949999809265137,2017-07-19 10:14:00.0000000,"390 1st St, Los Angeles, CA 90001"
222977.0,Lightning Charging Cable,1.0,14.949999809265137,2014-07-19 22:07:00.0000000,"660 Walnut St, Los Angeles, CA 90001"
222978.0,AAA Batteries (4-pack),2.0,2.990000009536743,2004-07-19 12:23:00.0000000,"941 Willow St, Seattle, WA 98101"
222979.0,Bose SoundSport Headphones,1.0,99.98999786376953,2011-07-19 23:59:00.0000000,"844 Center St, Seattle, WA 98101"
222980.0,Bose SoundSport Headphones,1.0,99.98999786376953,2013-07-19 11:16:00.0000000,"519 Park St, Atlanta, GA 30301"
222981.0,USB-C Charging Cable,1.0,11.949999809265137,2026-07-19 00:40:00.0000000,"791 9th St, Austin, TX 73301"
222982.0,Flatscreen TV,1.0,300.0,2028-07-19 12:40:00.0000000,"651 Ridge St, Portland, OR 97035"
222983.0,Lightning Charging Cable,1.0,14.949999809265137,2016-07-19 00:06:00.0000000,"639 Spruce St, Boston, MA 02215"
222984.0,USB-C Charging Cable,1.0,11.949999809265137,2029-07-19 21:50:00.0000000,"305 Johnson St, Austin, TX 73301"
222985.0,Bose SoundSport Headphones,1.0,99.98999786376953,2021-07-19 12:41:00.0000000,"846 Lake St, Dallas, TX 75001"
222986.0,Lightning Charging Cable,1.0,14.949999809265137,2005-07-19 11:13:00.0000000,"313 Forest St, San Francisco, CA 94016"
222987.0,AAA Batteries (4-pack),1.0,2.990000009536743,2031-07-19 16:56:00.0000000,"538 1st St, New York City, NY 10001"
222988.0,Lightning Charging Cable,1.0,14.949999809265137,2004-07-19 09:44:00.0000000,"647 Meadow St, Dallas, TX 75001"
222989.0,Lightning Charging Cable,1.0,14.949999809265137,2007-07-19 20:53:00.0000000,"48 Walnut St, Dallas, TX 75001"
222990.0,AAA Batteries (4-pack),2.0,2.990000009536743,2019-07-19 18:33:00.0000000,"419 Jackson St, New York City, NY 10001"
222991.0,27in FHD Monitor,1.0,149.99000549316406,2005-07-19 10:06:00.0000000,"450 8th St, Los Angeles, CA 90001"
222992.0,AA Batteries (4-pack),1.0,3.8399999141693115,2005-07-19 18:49:00.0000000,"779 Washington St, San Francisco, CA 94016"
222993.0,AAA Batteries (4-pack),1.0,2.990000009536743,2025-07-19 21:40:00.0000000,"697 Adams St, Los Angeles, CA 90001"
222994.0,USB-C Charging Cable,1.0,11.949999809265137,2010-07-19 18:59:00.0000000,"251 Cedar St, New York City, NY 10001"
222995.0,34in Ultrawide Monitor,1.0,379.989990234375,2027-07-19 16:15:00.0000000,"837 Park St, San Francisco, CA 94016"
222996.0,27in FHD Monitor,1.0,149.99000549316406,2012-07-19 16:53:00.0000000,"885 Sunset St, Los Angeles, CA 90001"
222997.0,AAA Batteries (4-pack),1.0,2.990000009536743,2021-07-19 16:44:00.0000000,"619 Willow St, New York City, NY 10001"
222998.0,Lightning Charging Cable,1.0,14.949999809265137,2028-07-19 03:41:00.0000000,"38 Lakeview St, Boston, MA 02215"
222999.0,Flatscreen TV,1.0,300.0,2029-07-19 17:17:00.0000000,"615 Cherry St, Seattle, WA 98101"
223000.0,AAA Batteries (4-pack),1.0,2.990000009536743,2019-07-19 20:29:00.0000000,"670 10th St, Atlanta, GA 30301"
223001.0,Apple Airpods Headphones,1.0,150.0,2029-07-19 11:56:00.0000000,"978 10th St, San Francisco, CA 94016"
223002.0,AA Batteries (4-pack),1.0,3.8399999141693115,2013-07-19 18:48:00.0000000,"603 12th St, Dallas, TX 75001"
223003.0,Lightning Charging Cable,1.0,14.949999809265137,2009-07-19 17:51:00.0000000,"18 Jefferson St, San Francisco, CA 94016"
223004.0,AAA Batteries (4-pack),1.0,2.990000009536743,2014-07-19 02:43:00.0000000,"911 Spruce St, San Francisco, CA 94016"
223005.0,27in FHD Monitor,1.0,149.99000549316406,2026-07-19 21:39:00.0000000,"306 Lake St, Austin, TX 73301"
223006.0,Lightning Charging Cable,1.0,14.949999809265137,2022-07-19 16:50:00.0000000,"499 Park St, Los Angeles, CA 90001"
223007.0,Bose SoundSport Headphones,1.0,99.98999786376953,2006-07-19 11:07:00.0000000,"481 10th St, Portland, OR 97035"
223008.0,AAA Batteries (4-pack),3.0,2.990000009536743,2012-07-19 00:54:00.0000000,"289 13th St, Boston, MA 02215"
223009.0,Apple Airpods Headphones,1.0,150.0,2028-07-19 07:59:00.0000000,"152 9th St, Boston, MA 02215"
