Order_ID,Product,Quantity_Ordered,Price_Each,Order_Date,Purchase_Address
259358.0,34in Ultrawide Monitor,1.0,379.989990234375,2028-10-19 10:56:00.0000000,"609 Cherry St, Dallas, TX 75001"
259359.0,27in 4K Gaming Monitor,1.0,389.989990234375,2028-10-19 17:26:00.0000000,"225 5th St, Los Angeles, CA 90001"
259360.0,AAA Batteries (4-pack),2.0,2.990000009536743,2024-10-19 17:20:00.0000000,"967 12th St, New York City, NY 10001"
259361.0,27in FHD Monitor,1.0,149.99000549316406,2014-10-19 22:26:00.0000000,"628 Jefferson St, New York City, NY 10001"
259362.0,Wired Headphones,1.0,11.989999771118164,2007-10-19 16:10:00.0000000,"534 14th St, Los Angeles, CA 90001"
259363.0,AAA Batteries (4-pack),1.0,2.990000009536743,2001-10-19 18:55:00.0000000,"976 Lake St, New York City, NY 10001"
259364.0,Wired Headphones,1.0,11.989999771118164,2029-10-19 11:02:00.0000000,"874 North St, Los Angeles, CA 90001"
259365.0,Lightning Charging Cable,1.0,14.949999809265137,2029-10-19 11:19:00.0000000,"127 12th St, Los Angeles, CA 90001"
259366.0,Apple Airpods Headphones,1.0,150.0,2020-10-19 11:52:00.0000000,"955 9th St, Los Angeles, CA 90001"
259367.0,Apple Airpods Headphones,1.0,150.0,2016-10-19 16:19:00.0000000,"742 14th St, San Francisco, CA 94016"
259368.0,27in FHD Monitor,1.0,149.99000549316406,2013-10-19 13:47:00.0000000,"960 Ridge St, Boston, MA 02215"
259369.0,USB-C Charging Cable,1.0,11.949999809265137,2026-10-19 10:54:00.0000000,"538 Johnson St, Portland, OR 97035"
259370.0,20in Monitor,1.0,109.98999786376953,2028-10-19 23:56:00.0000000,"528 Forest St, San Francisco, CA 94016"
259371.0,iPhone,1.0,700.0,2026-10-19 12:12:00.0000000,"306 Main St, Los Angeles, CA 90001"
259372.0,Wired Headphones,1.0,11.989999771118164,2017-10-19 11:07:00.0000000,"434 Madison St, San Francisco, CA 94016"
259373.0,27in FHD Monitor,1.0,149.99000549316406,2031-10-19 20:15:00.0000000,"924 Church St, San Francisco, CA 94016"
259374.0,Apple Airpods Headphones,1.0,150.0,2017-10-19 22:14:00.0000000,"784 6th St, Los Angeles, CA 90001"
